player_name,team_tag,season_uvi,ppp,total_pitches,games
Michael Tonkin,MIN,165.6,-0.002923591939546598,397,21
Justin Topa,MIN,92.6,-0.018367055555555557,990,54
Abraham Toro,BOS,-191.2,-0.07580666666666666,15,1
Luis Torrens,NYM,-449.4,-0.1350695652173913,23,2
Touki Toussaint,LAA,135.7,-0.008352702702702705,37,1
Blake Treinen,LAD,-41.2,-0.046695015686274516,510,31
Alan Trejo,COL,250.4,0.0081125,16,1
Jose Trevino,CIN,114.3,-0.015158333333333336,48,2
Jared Triolo,PIT,-93.1,-0.05895000000000001,23,1
Lou Trivino,LAD,147.8,-0.006686290721649483,485,26
Lou Trivino,PHI,186.7,-0.00032906896551723915,145,10
Lou Trivino,SF,6.1,-0.036622056338028175,213,11
Spencer Turnbull,TOR,58.8,-0.025523712000000004,125,3
Edwin Uceta,TB,66.2,-0.023377098694942904,1226,70
José Ureña,LAA,158.7,-0.003344386075949368,316,6
José Ureña,LAD,170.4,-0.0019117804878048743,41,2
José Ureña,MIN,134.4,-0.009525363057324843,314,4
José Ureña,NYM,13.5,-0.03505735294117647,68,1
José Ureña,TOR,106.1,-0.015522281407035174,199,6
Abner Uribe,MIL,157.6,-0.0052625485519591135,1174,75
José Urquidy,DET,113.6,-0.013676785714285713,56,2
Framber Valdez,HOU,127.4,-0.011267125948930298,2898,31
Brian Van Belle,TB,162.4,-0.0021533255813953483,129,4
Logan VanWey,HOU,134.3,-0.009830164835164835,182,9
Carlos Vargas,SEA,65.3,-0.02279599283795882,1117,70
Louis Varland,MIN,165.0,-0.0030399645892351273,706,51
Louis Varland,TOR,88.2,-0.019315222527472527,364,23
Mike Vasil,CWS,152.5,-0.00469379508687837,1669,47
Anthony Veneziano,MIA,81.4,-0.019438,411,24
Anthony Veneziano,STL,221.5,0.008905555555555555,72,2
Justin Verlander,SF,102.2,-0.01519443415007657,2612,29
Alex Vesia,LAD,120.1,-0.012551492596248767,1013,67
Will Vest,DET,90.6,-0.01861154688869413,1141,64
Victor Vodnik,COL,102.9,-0.019035237324703344,927,52
Randy Vásquez,SD,98.9,-0.01616331398049234,2153,28
Luis Vázquez,BAL,274.9,0.023293750000000002,32,4
Michael Wacha,KC,124.2,-0.011150235933983496,2666,31
Brandon Waddell,NYM,149.6,-0.005659354775828463,513,11
Tyler Wade,SD,75.7,-0.021280555555555556,18,1
Hurston Waldrep,ATL,158.0,-0.004853405862457723,887,10
Matt Waldron,SD,87.5,-0.018680009615384616,104,1
Josh Walker,TOR,139.5,-0.008453804347826086,92,3
Ryan Walker,SF,52.8,-0.026208752929687502,1024,68
Taijuan Walker,PHI,49.2,-0.028053192531522796,2062,34
Brandon Walter,HOU,128.0,-0.011139974233128834,815,9
Andrew Walters,CLE,7.3,-0.036422413793103445,29,2
Austin Warren,NYM,126.5,-0.01064691780821918,146,5
Will Warren,NYY,101.2,-0.017168498575498577,2808,33
Ryan Weathers,MIA,61.0,-0.02408522741433022,642,8
Luke Weaver,NYY,89.7,-0.0195482849002849,1053,64
Jacob Webb,TEX,125.1,-0.01250334178498986,986,55
Logan Webb,SF,133.9,-0.008133210847044485,3282,34
Jordan Weems,HOU,-16.1,-0.041360632653061224,98,4
Greg Weissert,BOS,76.4,-0.022855671947809877,1073,72
Tyler Wells,BAL,117.1,-0.011879453216374269,342,4
Joey Wentz,ATL,118.4,-0.013161645743766123,1163,14
Joey Wentz,MIN,37.3,-0.03008035714285714,196,6
Joey Wentz,PIT,90.1,-0.01767502575107296,466,19
Hayden Wesneski,HOU,36.2,-0.030381529527559056,508,6
Zack Wheeler,PHI,142.1,-0.009336753550543024,2394,24
Carson Whisenhunt,SF,0.2,-0.03793752450980393,408,5
Owen White,CWS,38.6,-0.0295607731092437,119,3
Forrest Whitley,HOU,61.0,-0.025182133333333332,150,5
Forrest Whitley,TB,103.3,-0.015193396226415095,106,5
Garrett Whitlock,BOS,173.3,-0.003696551346801347,1188,62
Jordan Wicks,CHC,130.1,-0.011241981566820278,217,8
Cole Wilcox,TB,-78.4,-0.055258153846153846,39,1
Nathan Wiles,ATL,-53.9,-0.04928125,24,1
Devin Williams,NYY,120.7,-0.013168628239499554,1119,67
Gavin Williams,CLE,117.4,-0.012879203076923078,2925,31
Luke Williams,ATL,220.4,0.00821549295774648,71,6
Trevor Williams,WSH,63.6,-0.024369452348066298,1448,17
Bryse Wilson,CWS,60.2,-0.02484254332552693,854,20
Justin Wilson,BOS,85.3,-0.021099991586538466,832,61
Steven Wilson,CWS,85.8,-0.019243383910386967,982,59
Weston Wilson,PHI,281.7,0.01881111111111111,36,2
Will Wilson,CLE,121.9,-0.011907692307692305,26,1
Allan Winans,NYY,-49.2,-0.04808108771929825,171,3
Josh Winckowski,BOS,233.1,0.008138106280193236,207,6
Cole Winn,TEX,218.2,0.006433417862838917,627,33
Keaton Winn,SF,134.9,-0.007922248484848484,165,7
Grant Wolfram,BAL,130.4,-0.008928476190476192,525,21
Bryan Woo,SEA,119.1,-0.01026911606484893,2714,30
Jake Woodford,AZ,35.9,-0.030369411764705884,629,22
Brandon Woodruff,MIL,127.5,-0.01152023029045643,964,12
Simeon Woods Richardson,MIN,89.2,-0.01908724667729931,1881,23
Justin Wrobleski,LAD,112.7,-0.014118516423357666,1096,24
Randy Wynne,CIN,115.3,-0.01495851063829787,47,1
Yoshinobu Yamamoto,LAD,166.6,-0.0026984600956233913,2719,29
Ryan Yarbrough,NYY,122.0,-0.01290307760314342,1018,19
Mike Yastrzemski,SF,48.4,-0.027195238095238092,21,1
Kirby Yates,LAD,15.6,-0.03468088124156545,741,49
Trey Yesavage,TOR,171.8,-0.0016097698744769878,239,3
Craig Yoho,MIL,21.8,-0.03345501136363637,176,8
Brandon Young,BAL,1.1,-0.03772678958554729,941,12
Danny Young,NYM,177.7,0.0004080759493670873,158,10
Jared Young,NYM,128.8,-0.010150000000000005,11,1
Rob Zastryzny,MIL,183.3,6.697478991596708e-05,357,26
Ryan Zeferjahn,LAA,21.6,-0.033257720885466795,1039,62
Angel Zerpa,KC,69.1,-0.02305374727272727,1100,69
Bruce Zimmermann,MIL,-27.1,-0.04360494505494506,91,1
Tyler Zuber,MIA,106.4,-0.013761553488372092,215,9
Tyler Zuber,NYM,183.3,0.001620588235294115,34,1
Yosver Zulueta,CIN,186.9,-0.0006459642857142854,140,7
Brett de Geus,PHI,197.1,0.0017627659574468082,47,1
Jacob deGrom,TEX,132.9,-0.010933884982804738,2617,30
